title,release.name,artist.name,terms,year
Tu Hi Tu Sada,Honge Na Juda Hum,DCS,bhangra,0
Exogenesis: Symphony Part 1 [Overture],The Resistance,Muse,art rock,0
Computer Love (2009 Digital Remaster),The Mix (2009 Digital Remaster),Kraftwerk,electronic,0
Someone To Hold,Strictly The Best Vol. 18,Singing Melody,dancehall,0
Great Big Problem,Voice From Home,FFH,ccm,2005
He Will Lead His Children Home,When All God's Singers Get Home,Bill & Gloria Gaither,country gospel,0
Air: My Lagan Love,Willie Clancy The Gold Ring,Willie Clancy,disco,0
My Heart Is Yearning,Punk In Drublic,NOFX,punk,1994
Tyre,Empty The Bones Of You,Chris Clark,motown,0
Let's Blame The Lightman,Carnival Of Chaos,GWAR,comedy rock,1997
Son Sabroso,Guerreros De La Luz,Gran Coquivacoa,gaita,0
Master Of The Universe,Tri-polar (Edited),Sick Puppies,post-grunge,2009
Paper Doll,Gary Nichols,Gary Nichols,country blues,0
Das Telefon sagt Du,Das Telefon Sagt Du,Andreas Dorau,tech house,1994
Viaje Al Averno,Lo Mejor De Gabinete Caligari,Gabinete Caligari,pop rock,1991
The Burp Heard 'Round The World,Nanny McPhee & The Big Bang,James Newton Howard,instrumental pop,2010
Let's Go,Genius + Soul = Jazz,Ray Charles,blues,0
Gina,Sacred Cow,Geggy Tah,post-grunge,1996
Sedona Suite (Sunrise/Prayer/Joy/Sunset),Sedona Suite,Tom Barabas,meditation,1992
El Mensaje Soy Yo,El SatA!nico Dr. Cadillac,Los Fabulosos Cadillacs,ska,1989
I Can't Feel You Anymore,Gold,Loretta Lynn,honky tonk,1994
Not Homophobic/The Word Is "Cock" (Spoken Word) (Album Version),I'm Gonna Be Dead Someday,Joe Rogan,comedy,2000
I'll Sweat You (LP Version),Mista,Mista,dubstep,0
Fuel the Fire,Stings of Conscience,Unearth,post-hardcore,2001
Memphis,Top Ranking Reggae - Bob Marley - Soul Almighty,Bob Marley,reggae,1999
Emmaus,Things That Last Forever,Brian Free & Assurance,southern gospel,0
Sound Clash,The Master Plan,Dream Warriors,jazz rap,1996
Baby My Love,His Majesty Is Coming,The In Crowd / Jah Stitch,freakbeat,0
Vienna,How To Save A Life,The Fray,piano rock,2002
Selling Jolson A Baseball Team,EMI Comedy - Groucho Marx,Groucho Marx,doo-wop,0
Sete Desejos,2 Em 1,Alceu ValenASSa,brazilian pop music,1992
He Says The Same Things To Me,Skeeter Davis: RCA Country Legend,Skeeter Davis,country rock,0
Mambo Suavecito,Mamborama,Tito Puente,salsa,1993
Hoy Es Hoy,Hoy Es Hoy,Memphis La Blusera,chicago blues,0
E se tu lontana sei,De beste liedjes,Crazy Horse,country rock,2006
Foggy Mountain Top,The End Of The World,Skeeter Davis,country rock,1963
All On Our Own,One Block Radius,One Block Radius,pop rap,2008
Mountain By The Sea (Tribe Unknown),American Indian Ceremonial & War Dances,Various Indian Tribes,ethnic,0
Bad Days,Loud,Timo Maas,progressive house,2001
Nossa DanASSa,2 Em 1 (Dois Em Um),Nana Caymmi,brazilian pop music,0
Moon Boom,Virtual Leisure,Anat Ben David,tech house,0
All Day,Humpty Dumpty LSD,Butthole Surfers,noise rock,1987
Stormtrooper (Live),Kona Gold,Pepper,reggae,2009
La RevoluciA3n,Cosa de Hombres,Memphis La Blusera,chicago blues,1995
Time Is On My Side,12 x 5,The Rolling Stones,blues,1964
We Will Glorify (Key-B-Db-Premiere Performance Plus),We Will Glorify (Premiere Performance Plus Track),Twila Paris,ccm,0
Man Of No Reputation,Collection: B. Carlisle,Bob Carlisle,ccm,1994
Waste A Little Time On Me,Stagepass,The Michael Stanley Band,heartland rock,1975
Air_ Siote No. 3 (J.S. Bach),Babies Go To Sleep,Mariano Yanani,lullaby,0
Everyday,All By Myself,Rikk Agnew,alternative rock,1982
Ricky Ticky Toc,Encore,Eminem,hip hop,2004
Mana Laina Chahida,Gal Sun Ja,Malkit Singh,broken beat,0
Come Monday,Here At The Mayflower,Barry Manilow,soft rock,0
Angelito (Directo 09),Directo en tus manos,Carlos Baute,cumbia,0
Hot Dental Supplies,Hung Like A Fly,Marga Gomez,comedy,0
Until I Believe In My Soul,The Projected Passion Revue,Dexys Midnight Runners,folk rock,1982
LA -Bas,Live 98 En Passant,Jean-Jacques Goldman,chanson,1991
DA(c)stockage massif (with Alex Gopher),Super Discount,Etienne de CrA(c)cyA ,deep house,0
Back To Burn,Dj Revolution Present Class Of 86,T-la Rock,hip hop,2001
Ingenting,Tillbaka Till Samtiden,Kent,post-grunge,0
Theme III,Themes,Silent Stream Of Godless Elegy,doom metal,2000
Lonely,Introducing&,Stiff Meat,melbourne,0
Estoy Pensando En TA,Solo Lo Nuestro - 20 Exitos,Sonora Santanera,salsa,2003
Iron-head: Palestine,Dogma,Asterisk*,hard trance,0
Voodoo Chile Blues,Blues,Jimi Hendrix,blues-rock,1994
Grandma's Spending Christmas with the Superstars,Dr. Elmo's Twisted Christmas,Dr. Elmo,parody,0
Sho' Enough,Exception To The Rule,Tommy Castro,electric blues,1996
L'education du corps des porcs,Croc' noces,Les Ogres De Barback,chanson,2001
WHEN I AM YOU,YOUR WORLD IS BURNING,Panzer AG,industrial dance,2006
Murda',The Final Chapter,Rodney O & Joe Cooley,miami bass,0
Big Railroad Blues,Gus Cannon Vol. 1 (1927 - 1928),Gus Cannon,trip hop,0
Do It Nice,The Second Album + The First Rehearsal Tapes,Suicide,experimental rock,1999
The Monkey King,Strange Cargo III,William Orbit,progressive house,1993
Amazing (LP Version),Steady On,Point Of Grace,ccm,1998
You And Your Heart,You And Your Heart,Jack Johnson,rock,2010
Can You Feel It?,This Is Love,Lee Ritenour,instrumental pop,1998
Someday,Seasons,Max Melvin,downtempo,0
Floripa,Pinkboy Presents TPC,Plagia,ghetto tech,0
Hasta El Final,Rio,La Portuaria,disco,2005
Puedes ser feliz,Sol,SOL,funeral doom,0
John Dunbar Theme [Dances with Wolves],The Very Best of Relaxing Classics,Hollywood Bowl Orchestra / John Mauceri,los angeles,0
Gewisse Leute,Herzen mit Koffer,Rainer Bielfeldt,chanson,0
Guitar Rag,Slidin' On The Frets: The Hawaiian Steel Guitar Phenomenon,Sylvester Weaver,country blues,1997
My Never,Approaching Normal,Blue October,post-grunge,2009
Motel Room In My Bed (LP Version),Under The Big Black Sun,X,heavy metal,0
Fire,Valleys Of Neptune,Jimi Hendrix,blues-rock,1969
???????,Kino,Intars Busulis,experimental pop,0
Brute Force II,Greatest Features,Jedi Mind Tricks,hip hop,0
One Hour Empire,Pendulum,Broadcast,dream pop,2003
No More Lonely Nights,Down By The River,Fiona,chinese music,0
Dogon,Black Ark EP,Carl Crack,broken beat,1998
Ma soeur,Les autres,France D'Amour,dance rock,0
Welcome,Brother Bear Original Soundtrack (English Version),Phil Collins,soft rock,2003
Light,Starchild,Teena Marie,disco,1984
Never Wanted to Dance (Live In London),Never Wanted to Dance (Live In London),Mindless Self Indulgence,rap metal,0
Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953),Pure Genius: The Complete Atlantic Recordings 1952-1960,Ray Charles,blues,0
Pega Joso,Jazz From A To B,Laurindo Almeida,latin jazz,0
Pieni Maailma,Pieni Maailma,Mandi,pop folk,1998
Cleansing,Clear,The Color Red,post-grunge,0
Somewhere Else,The North Side Benches,Jim Bryson,singer-songwriter,0
Os Dois IrreversAveis,IrreversAveis,IrreversAveis,rock,0
More to This,Synthesizer,Information Society,freestyle,2007
Ragtime Sound,Bobby's Girl - The Complete Seville Recordings,Marcie Blane,doo-wop,0
This Year (ReMastered),Future Shock,Curtis Mayfield,chicago soul,2006
The Awakening (Clean),Look At  You Now,PMD,hip hop,0
Besame Mucho,20 Melodies pour rever_ Volume 3,Alain Morisod,chill-out,0
What's In You?,Hang On To Your Resistance (The Early Years),Tom Cochrane,heartland rock,0
It Came Upon The Midnight Clear,FANtastic Christmas,Gold City,southern gospel,1994
X-Static,Foo Fighters,Foo Fighters,grunge,1995
Vertigo,Sometimes You Can't Make It On Your Own,U2,dance rock,2004
Country Rose,You Win  Again,Roy Drusky,country rock,0
Skopska situacija,Safizam,SAF,hardcore hip hop,0
Hard To Laugh,Love Junk,Pursuit Of Happiness,power pop,1988
Deep Voices,Bardo,Jane Winther,meditation,0
New Friend Request (Amended Version),As Cruel As School Children,Gym Class Heroes,hip hop,2006
Why,DiscografAa Completa 1994-2000,Xmilk,thrash core,0
Smoke,Gift Grub 7,Mario Rosenstock,irish,0
Bus Monkeys,Breakfast With Jape Squad,Jape Squad,melbourne,0
Gotta Man,The Good_ The Bad_ The Ugly,Frankee,hard trance,2004
Time You'll Never Get Back,A Few Things To Hear Before We All Blow Up,Williamson,neofolk,2003
Soulcrusher (Amended Album Version),Soulcrusher,Operator,post-grunge,0
T.V. Eye (Take 3),1970: The Complete Fun House Sessions,The Stooges,experimental rock,1999
A Machine and a Memory Keeps You Alive,Early Works for Me If It Works for You II,Dntel,glitch,0
Some People They Never Believe (LP Version),Count The Cost,David Meece,ccm,0
Why Can't We Really Be Free,The Harvey Averne Dozen,Harvey Averne,boogaloo,0
Members Only,Reggae Max,Tyrone Taylor,lovers rock,0
King Kong,Welcome To Tokyo,Shanadoo,europop,2006
Savu hA$?lvenee,Operaatio Jalokivimeri,Kaija Koo,humppa,1998
Chasing Cars,Shut Your Eyes,Snow Patrol,indie rock,2006
All I Ask Of You,Somewhere,Erik Berglund,folk-pop,0
Tigerauge Rock,Millennium-Tanzparty,GA1/4nter Noris,beat,0
Tired,The Butterfly Effect,Moonspell,sympho black metal,1999
Autumn In New York,It's About Time!,Chico Hamilton,jazz funk,0
Grottans Barn,NattfAPdd,Finntroll,heavy metal,2004
King Of Rock,King Of Rock,RUN-DMC,hip hop,1985
It's Not Whatcha Got (Fondling Club Mix),Rhythm Formula: Volume Three - Discovery,AndrA(c)a,italian disco,0
Where Is My Mind (XFM Live Version),Covers,Placebo,british pop,2003
Resurrection Man,Bigger Than America,Heaven 17,new romantic,1996
Lift (Joi Blarneyformasian),Lift,Azukx,hardstyle,0
This Lullaby,Lullabies To Paralyze,Queens Of The Stone Age,stoner metal,2005
Indianola,Indianola,Steve Azar,tech house,0
Paperman_ Fly In The Sky - Original,Chris Farlowe Selected Hits,Chris Farlowe,blue-eyed soul,0
Your Silence,A Match & Some Gasoline,The Suicide Machines,ska punk,2003
El Termometro,Charanga After Hours,Orquesta Broadway,charanga,0
Since I Met You Baby,Let Life Flow,Kenny Neal,swamp blues,0
Looking At You (Cody High School),Purity Accuracy,MC5,garage rock,0
Matarlatanta,Majurugenta,Ghorwane,marrabenta,1993
Dirty tarraxa 2 (feat. Neuza),Ladies Night,Nichols,zouk,0
The Ava Song,Man,Francis Dunnery,singer-songwriter,2001
Comme Si C'A(c)tait Doux,InA(c)dits 68-97,Julien Clerc,chanson,0
S.O.S.la Fine (Reprise 2,Mussolini Ultimo Atto,Ennio Morricone,easy listening,0
Teenage Superstars (Album),Enter The Vaselines,Vaselines,twee pop,0
Mentira,La Mujer De Mi Hermano: Music Inspired by the Film,Beto Cuevas,indietronica,0
Himalaya Dreams,Primavera,Catia Werneck,bossa nova,0
The Fundamental Alienation,In Sorte Diaboli (Deluxe),Dimmu Borgir,black metal,2007
Bully Bully (LP Version),On,Off Broadway,power pop,1979
Holy Ground (Homecoming Hymns Version),Homecoming Hymns,Bill & Gloria Gaither,country gospel,0
Era um dia desses,O Gigante Da Floresta,HA(c)lio Ziskind,banda,0
Hard Pure,Underneath Rotting,Pumpkin Buzzard,happy hardcore,0
Pig Meat On The Line,Queen Of The Delta Blues_ Volume 2 (B),Memphis Minnie,country blues,1997
We Can Do It,Victims,Steel Pulse,roots reggae,1991
Waiting For You (I Forgive You Before I Go),D.C. Blues: The Library Of Congress Recordings_ Vol. 2,Mississippi John Hurt,delta blues,0
Back to '93,Everybody's Talking_ Nobody's Listening!,Caspa,dubstep,2009
Take The Wheel,If You Want it,Pacha Massive,trip hop,2009
Numba 1 (Tide Is High),R&B In The Mix,Kardinal Offishall / Keri Hilson,dancehall,2008
Chains (LP Version),The Dimension Dolls,THE COOKIES,cantonese pop,0
Bastard,Cover Up,Peppermint Creeps,glam rock,0
Unda Da Influence" (Snippets),Pimpin' N' Panderin,M Sane,san francisco bay area,0
Der weisse Mond von Maratonga,Jodelzauber,Oesch's die Dritten,folk,2007
Melancholia,Summer of a Thousand Years,The Grip Weeds,glam rock,0
Sickman,Jar of flies / Facelift / Dirt,Alice In Chains,grunge,1992
Smoke,Zipless (Deluxe),Vanessa Daou,chill-out,1994
The Silver Gate,Eidolon,Dark Fortress,sympho black metal,2008
If Music Be The Food Of Love,Live,Gloria,smooth jazz,0
Special,New Universe,Wilshire,ccm,2003
Out Of My Darkness,Monuments,Legacy Five,country gospel,2009
Prayer For The Dying (Album Version),Best 1991 - 2004,Seal,dance pop,0
Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne),Respighi: Ancient Airs and Dances,Sir Neville Marriner,requiem,0
Follow You Home (Album Version),All The Right Reasons,Nickelback,alternative metal,2005
Una Sopita De Tu Propio Chocolate,Las Numero 1 De Angelica Maria,AngA(c)lica MarAa,los angeles,1997
Say What!?!,Groovalicious,Chris Standring,smooth jazz,2003
Blott En Dag,Navnet Jesus,Mons Leidvin Takle,lullaby,2001
The Sirius Deception (Album Version),Harry Potter And The Order Of The Phoenix Original Motion Picture Soundtrack,Nicholas Hooper,soundtrack,0
Catharsis Of A Heretic,Heliocentric,The Ocean,sludge metal,2010
Verdad Amarga,12 Grandes exitos Vol. 1,Los Solitarios,screamo,0
Your Love,Vibes,Glen Washington,lovers rock,0
Spaz's House Destruction Party,Underground Network,Anti-Flag,oi,2001
Mai [Live],Awake Live,Josh Groban,pop rock,2008
This Heart Of Mine,Josh White Vol. 1 1929-1933,Josh White,delta blues,0
When He Was On The Cross (I Was On His Mind),Made New,The Paynes,southern gospel,0
Lo Mismo Que Yo (Bonus Track),Bacilos,Bacilos,vallenato,0
Wings,Best Ones,4Him,ccm,1994
Pedagogy for the Oppressed (Album Version),Spread The Germs,Scalplock,grindcore,0
Rakkautta KAPAPpenhaminassa - FAPrA$?lskad i KAPpenhamn -,20 Suosikkia / Tulisuudelma,Erkki Junkkarinen,humppa,0
How It Feels,Tribesman Album,Juggler,ragga jungle,0
Keep It Alive,Rit/2,Lee Ritenour,instrumental pop,1982
Pariah,One,Cursed,hardcore punk,0
Bye Bye Betty Blue,In The City Of Sleep,The Fever,dance-punk,2006
Getaway,Adventures In Emceein,KRS-One,hip hop,2008
Come On In,Washboard Sam Vol. 1 (1935-1936),Washboard Sam,delta blues,0
Secret Smile,20th Century Masters: The Millennium Collection: Best Of Semisonic,Semisonic,post-grunge,1998
Si Es Que Te Vas,Coleccion de Oro,Carlos Vives,vallenato,2000
Greater,The Experience,Vanessa Bell Armstrong,gospel,0
Hack 1/Charlie X,Hack,Information Society,freestyle,1990
La Piel de Tu Alma,En "Algo Nuevo,Tito Rodriguez_ Louie Ramirez,mambo,0
Disciplinarian,As It Should Be,Margaret Smith,stand-up comedy,0
Fly to zion,Smiling,Wilks featuring doniki,hip hop,0
Estas hecha para mi (Directo 09),Directo en tus manos,Carlos Baute,cumbia,0
Boxing Day,Little Man,The Pineapple Thief,neo-progressive,2006
Bahama Lullaby,Bahamian Songs,Blind Blake & The Royal Victoria Hotel Calypsos,country blues,0
Musica Sacra Nova: Morgen I Frydenlund,Hymn To Sophia (Hymne Til Sofia),John Tchicai,free jazz,0
Le Temps Des Cerises,Chez Toots,Toots Thielemans,latin jazz,1998
Stumblin' Man (Album),8-Way Santa,Tad,grunge,1991
This Will Be Laughing Week,This Will Be Laughing Week,Ultimate Fakebook,power pop,0
Mazurcas das RAas Baixas,Os soA+-os que volven,Susana Seivane,gaita,2010
ValA(c)rie,Live Au Divan Orange,Oztara,musette,0
On My Own,Bridging The Gap,Black Eyed Peas / Les Nubians / Mos Def,hip hop,2000
Elektro Kardiogramm (Live),Minimum - Maximum,Kraftwerk,electronic,0
Ego is the drug/3am,Morning to 3am,The Frequency,chill-out,0
Apotoma,Live!,Giorgos Tsalikis,pop folk,0
What's True,Conscious Party,Ziggy Marley And The Melody Makers,reggae,0
Tonight_ Te AmarA(c),Subir Al Cielo,MDO,teen pop,0
Have It Your Way,Music in My Soul,Leigh Jones,neo soul,2008
Foam Born (A) The Backtrack (Album Version),Colors,Between The Buried And Me,alternative metal,2007
Vem Pr'a Roda,Viva Brazil,Tania Maria,latin jazz,2000
Pitch In OnA Party,Born And Raised In Compton: The Greatest Hits,DJ Quik,gangster rap,2000
AcordeA3n,Serie 3x4 (Karina_ Massiel_ Jeanette),Massiel,europop,0
El Amor (Version Nortena),El Amor,Yahir,brutal death metal,0
Just In Case,Turn Me Well,Micachu,grime,2008
Love Dump (Clean Album Version),Wisconsin Death Trip,Static-X,industrial metal,1999
Kleine Killer,Versunkener Schatz,Paso Doble,europop,0
It Was Only A Heart,Let Me Get Close To You (With Bonus Tracks),Skeeter Davis,country rock,0
Too Cool for Love,More Like Me,Webb Wilder,roots rock,2009
Sensazioni a_b & c,Aria Di Citta',Gruppo Jazz Marca,cool jazz,0
Dancing With the Goddess (ttt rmx),97 | 07,Atman,downtempo,2007
At Night,At Night (The Unreleased Mixes),Shakedown,deep house,2001
Raag Trance,Diamond Sutra,Biddu,disco,0
No Eye Has Seen,Technicolor,Parachute Band,ccm,0
Summerfish,Summerfish,Leonid Rudenko,chill-out,2006
Lord You're Worthy (Album),It's Not Over,Wilmington Chester Mass Choir,southern gospel,0
Laying Down My Will (The Plan Album Version),The Plan,Raze,hip house,0
Across Decker's Field,Where the River Meets the Bay,Stewart Francke,roots rock,0
Umbrella,Umbrella,All Time Low,pop punk,2008
Summer Rain,James Last And Friends,James Last,orchestra,1998
Undercover Gangstas,Ghetto Dope,5th Ward Boyz,hip hop,1993
Swing Spring,Swing Spring,Bill Perkins,latin jazz,0
La bite du plombier,Chansons Cochonnes et Chansons Paillardes,BA(c)zu,chanson,0
S.O.S.,85555,Spliff,pop rock,1988
Wheeling Free,The Collection,Bert Kaempfert And His Orchestra,easy listening,0
Bridget,The Sisterhood of the Traveling Pants 2,Rachel Portman,soft rock,2008
Nos plus belles annA(c)es,FinistA(c)riens,Miossec,chanson,2009
I Don't Want To Talk About It,T.O.S. (Terminate On Sight),G-Unit,rap,0
Ramblin' On My Mind,Slow-Cooked Pig Meat,Memphis Sheiks,country blues,0
Snaps Drinking Woman (LP Version),Champion Of The Blues,Champion Jack Dupree,piano blues,0
Live At Brixton Academy 1999,Live at Brixton Academy 1999,Atari Teenage Riot,breakcore,2000
House Of Wolves (Album Version),The Black Parade,My Chemical Romance,emo,2006
Exactamente Medianoche,Nunca Tuve Tanto Blues,Memphis La Blusera,chicago blues,0
Street Car Blues,Legendary Country Blues Artists - CD A,Sleepy John Estes,country blues,1930
 -start ID-,CiSTm KonFLiqt,The Mad Capsule Markets,hard rock,0
Dementia,All Things Are Connected,Schizoid,breakcore,0
Snippet 15,Boo-Tay,Bare Jr.,post-grunge,1998
Cool Water,Songs Of The Fabulous Century,Roger Williams,instrumental pop,0
Ya Lil' Crumbsnatchers (LP Version),I Wish My Brother George Was Here,Del Tha Funkee Homosapien,hip hop,1991
This House Is Haunted,THE EYES OF,Alice Cooper,shock rock,2003
Captin Kut-Cha,The Trombone Sound,Kai Winding,hard bop,0
Killing Machine,Knives [Clean],Aiden,post-hardcore,2009
Manuel's Mambo,Latin Kick,Cal Tjader,latin jazz,1956
All I Ask For (Album Version),One Nation Underground,Ill Nino,alternative metal,2005
Fonsi,Nippon Banzai,ZaA-ko Langa Langa,soukous,0
I'm Over You (Album Version),No Rules [Bonus Edition],Rebecca Lynn Howard,country rock,0
Contact,Stills,Dive,modern rock,0
Why Don't You Do Right,Surprisingly Good for You,Barbara Lusch,jazz,0
Hate Zone,Morrocan Roll,Brand X,jazz fusion,1977
TelAa,CoraASSAPSo de 5 Pontas,HA(c)lio Ziskind,banda,0
Probka (Latvia),Eurovision Song Contest 2009,Intars Busulis,experimental pop,2009
Only Me,The Complete Hi Recordings of Charlie Rich,Charlie Rich,rockabilly,0
Beautiful Maria of My Soul,Virtuoso,Virtuoso,flamenco,0
Feels Good To Be Free,The Best Of Karen Peck And New River,Karen Peck And New River,country gospel,0
Trade Winds,Only A Woman,Judy Mowatt,roots reggae,0
No Love No Nothing,Lili Marlene,Marlene Dietrich,chanson,0
I Must See Jesus,If You Love These Blues_ Play'em As You Please,Michael Bloomfield,blues-rock,0
Alright Now,Alright Now,Paul Rodgers,blues-rock,0
Assassination,Let's Get Free,Dead Prez,hip hop,2000
I Did it for You,David Cook,David Cook,post-grunge,2008
A World Of My Own,Normal as the Next Guy,Knack,british pop,0
Down On The Corner,Rio,La Portuaria,disco,2005
